id,name
K_B树_计算机科学技术,B树
K_IP地址_计算机科学技术,IP地址
K_KMP算法_计算机科学技术,KMP算法
K_ML语言_计算机科学技术,ML语言
K_S完备化_计算机科学技术,S完备化
K_t分布_数学,t分布
K_一元函数_数学,一元函数
K_上升沿_计算机科学技术,上升沿
K_上界_数学,上界
K_下界_数学,下界
K_下降方向_数学,下降方向
K_下降法_数学,下降法
K_下降算法_数学,下降算法
K_不确定性推理_计算机科学技术,不确定性推理
K_不等式_数学,不等式
K_不等式约束_数学,不等式约束
K_专家系统_计算机科学技术,专家系统
K_中位数_数学,中位数
K_中序遍历_计算机科学技术,中序遍历
K_中断_计算机科学技术,中断
K_中断处理_计算机科学技术,中断处理
K_中断机制_计算机科学技术,中断机制
K_中断源_计算机科学技术,中断源
K_中间件_计算机科学技术,中间件
K_串匹配_计算机科学技术,串匹配
K_临界值_数学,临界值
K_主动学习_计算机科学技术,主动学习
K_主成分分析_数学,主成分分析
K_事件检测_计算机科学技术,事件检测
K_二元运算_数学,二元运算
K_二分搜索_计算机科学技术,二分搜索
K_二叉查找树_计算机科学技术,二叉查找树
K_二叉树_计算机科学技术,二叉树
K_二路归并_计算机科学技术,二路归并
K_二进制_数学,二进制
K_二项分布_数学,二项分布
K_云计算_计算机科学技术,云计算
K_互信息_数学,互信息
K_互熵_数学,互熵
K_互连网络_计算机科学技术,互连网络
K_交互式学习_计算机科学技术,交互式学习
K_交叉熵_计算机科学技术,交叉熵
K_交换式以太网_计算机科学技术,交换式以太网
K_交换律_数学,交换律
K_交换排序_计算机科学技术,交换排序
K_人工神经网络_计算机科学技术,人工神经网络
K_代码优化_计算机科学技术,代码优化
K_以太网_计算机科学技术,以太网
K_仿射函数_数学,仿射函数
K_优先队列_计算机科学技术,优先队列
K_传输层_计算机科学技术,传输层
K_传递函数_数学,传递函数
K_传递性_数学,传递性
K_伪随机数_数学,伪随机数
K_似然_数学,似然
K_似然函数_数学,似然函数
K_信号处理_计算机科学技术,信号处理
K_信噪比_数学,信噪比
K_信息流_计算机科学技术,信息流
K_信息熵_数学,信息熵
K_信息系统_计算机科学技术,信息系统
K_信息隐蔽_计算机科学技术,信息隐蔽
K_信标帧_计算机科学技术,信标帧
K_信道容量_数学,信道容量
K_值域_数学,值域
K_假值_数学,假值
K_T_假设检验_数学,假设检验
K_偏序_数学,偏序
K_停机问题_数学,停机问题
K_偶数_数学,偶数
K_傅里叶变换_数学,傅里叶变换
K_兄弟_计算机科学技术,兄弟
K_充要条件_数学,充要条件
K_先进先出_计算机科学技术,先进先出
K_先验分布_数学,先验分布
K_先验概率_数学,先验概率
K_光流场_计算机科学技术,光流场
K_入侵防御系统_计算机科学技术,入侵防御系统
K_入度_计算机科学技术,入度
K_全局极大值_数学,全局极大值
K_八皇后问题_计算机科学技术,八皇后问题
K_公开密钥加密_计算机科学技术,公开密钥加密
K_共轭梯度法_数学,共轭梯度法
K_关联矩阵_数学,关联矩阵
K_内分_数学,内分
K_内排序_计算机科学技术,内排序
K_内核_计算机科学技术,内核
K_内积_数学,内积
K_内部中断_计算机科学技术,内部中断
K_冲突_计算机科学技术,冲突
