start_id,end_id
C_course-v1:TsinghuaX+30240243X+sp,V_7b6411087c5b4742a3b883068c674d22
C_course-v1:TsinghuaX+30240243X+sp,V_3746851beaf34d6c88570bc03877a97c
C_course-v1:TsinghuaX+30240243X+sp,V_9d80e6426e744a6b9e77af19685cf4ee
C_course-v1:TsinghuaX+30240243X+sp,V_08f56c1dae4f4c828b9987d60b78a59d
C_course-v1:TsinghuaX+30240243X+sp,V_e69445f98a7c4ca68a7f0c430bb6799f
C_course-v1:TsinghuaX+30240243X+sp,V_c5e8684161994d20a1ac52e428452fd3
C_course-v1:TsinghuaX+30240243X+sp,V_611068ae0b694df58f230909a6e6e383
C_course-v1:TsinghuaX+30240243X+sp,V_faafeea364ed4551bc5fb5531ff4323f
C_course-v1:TsinghuaX+30240243X+sp,V_f4ae8dadf98b4e0c9937295f81df1873
C_course-v1:TsinghuaX+30240243X+sp,V_df01b04da6a648afbf1411e2382bb2a3
C_course-v1:TsinghuaX+30240243X+sp,V_795ec66e734a4f3abdc65d22300f1b28
C_course-v1:TsinghuaX+30240243X+sp,V_75cc936e115d47dfabfd440ab3009c3e
C_course-v1:TsinghuaX+30240243X+sp,V_7383355005af41ff9a648fcf1bffbe98
C_course-v1:TsinghuaX+30240243X+sp,V_f5bbe4beea354b1d9f94538e7f3c8a29
C_course-v1:TsinghuaX+30240243X+sp,V_e3a9fea73c14428ca793b28b2fd617d8
C_course-v1:TsinghuaX+30240243X+sp,V_b80fa0406afd4da9be0f9d9eaf526cd1
C_course-v1:TsinghuaX+30240243X+sp,V_ba02561a8c2d470caff35542b533a850
C_course-v1:TsinghuaX+30240243X+sp,V_9d58786cc84c4f1f9a2af5d4b1f0bccc
C_course-v1:TsinghuaX+30240243X+sp,V_ab707ecbab854dc8b1fd7fb26e40b7b5
C_course-v1:TsinghuaX+30240243X+sp,V_602560190a51423fa41737dea0920d30
C_course-v1:TsinghuaX+30240243X+sp,V_ae29a3ec324f4174aa0e76a5d1299aeb
C_course-v1:TsinghuaX+30240243X+sp,V_e4d7b39409ad4ef399eedecf65ed686f
C_course-v1:TsinghuaX+30240243X+sp,V_5bf6919b1ff840c6b020a1d39a83d43b
C_course-v1:TsinghuaX+30240243X+sp,V_da1e3764a86f47b59f552501e9fee64d
C_course-v1:TsinghuaX+30240243X+sp,V_2658baef1ad0460095befde047419f08
C_course-v1:TsinghuaX+30240243X+sp,V_ceaaeebc712b4c14965b8df1e57ae42f
C_course-v1:TsinghuaX+30240243X+sp,V_bfdc1b0bd5c84769a17ed5df66c1f9c8
C_course-v1:TsinghuaX+30240243X+sp,V_1dca1ede459a47f881183e88b630273d
C_course-v1:TsinghuaX+30240243X+sp,V_e6f03103fcbb42ec8e6ee0f7dec180e8
C_course-v1:TsinghuaX+30240243X+sp,V_f976975303324e2db16e692a1ebaadde
C_course-v1:TsinghuaX+30240243X+sp,V_19d5e9bdefa24e70937e42fbd33be047
C_course-v1:TsinghuaX+30240243X+sp,V_b7efdbcb685947e6a3d847b8eb18d832
C_course-v1:TsinghuaX+30240243X+sp,V_51a508d40a7f4f9683b5c88be635058b
C_course-v1:TsinghuaX+30240243X+sp,V_e2e0da005f58497a9c1cc615c0845b9a
C_course-v1:TsinghuaX+30240243X+sp,V_6d42e28cf9fb44bab036aa9f1dd7bf9c
C_course-v1:TsinghuaX+30240243X+sp,V_a9bf35b23062459d9ae7c2de49d52945
C_course-v1:TsinghuaX+30240243X+sp,V_470248fa0bba41aba7ef848f03879371
C_course-v1:TsinghuaX+30240243X+sp,V_c1cffea66a8e4e0a94995a0ccf367814
C_course-v1:TsinghuaX+30240243X+sp,V_ea19f406608e4985a8b76c2b10ceec1f
C_course-v1:TsinghuaX+30240243X+sp,V_0eb1dfbe23ec408783b3c4c8b32729ff
C_course-v1:TsinghuaX+30240243X+sp,V_bc5c727fd750472ebc78f978cbd44d43
C_course-v1:TsinghuaX+30240243X+sp,V_c4464c2d8ad64e0d8bff6b57903b2c59
C_course-v1:TsinghuaX+30240243X+sp,V_b742a2bbe99242bb947eb5bb1f7f396c
C_course-v1:TsinghuaX+30240243X+sp,V_5efc8b3aae924b31a897ef552641d92b
C_course-v1:TsinghuaX+30240243X+sp,V_1efd4dbf8f3b410dad942e88ab896bec
C_course-v1:TsinghuaX+30240243X+sp,V_7aafd33d0eac428d82d512bdcad3b3eb
C_course-v1:TsinghuaX+30240243X+sp,V_169d50a5219549cb8d582c74f8de7689
C_course-v1:TsinghuaX+30240243X+sp,V_f22be6543e95497fa3de8454e9cde02a
C_course-v1:TsinghuaX+30240243X+sp,V_c6191da059c34e3da27223f2cf702cd9
C_course-v1:TsinghuaX+30240243X+sp,V_44c958f61da4407eb90c47c23466219e
C_course-v1:TsinghuaX+30240243X+sp,V_4896244292074daca5c92a37a06ff478
C_course-v1:TsinghuaX+30240243X+sp,V_07827843d0304cc49c8917ead3523e9f
C_course-v1:TsinghuaX+30240243X+sp,V_985d4373a7db4e4fa36fcc8163446278
C_course-v1:TsinghuaX+30240243X+sp,V_7219838f7cdd4df386994ae5dd7414ab
C_course-v1:TsinghuaX+30240243X+sp,V_8350e3e38c7b4b53bdad05a52cad478c
C_course-v1:TsinghuaX+30240243X+sp,V_40268a205d534df0a6fdc8b4dc581246
