start_id,end_id
K_T_数据库_计算机科学技术,K_事件检测_计算机科学技术
K_T_算术_数学,K_二进制_数学
K_T_凸分析_数学,K_仿射函数_数学
K_T_参数估计_数学,K_似然_数学
K_T_参数估计_数学,K_似然函数_数学
K_T_算术_数学,K_偶数_数学
K_T_算术_数学,K_减法_数学
K_T_凸分析_数学,K_凸函数_数学
K_T_凸分析_数学,K_凸集_数学
K_T_算术_数学,K_分数_数学
K_T_凸分析_数学,K_分离超平面_数学
K_T_算术_数学,K_判别式_数学
K_T_图论_数学,K_割点_数学
K_T_数据库_计算机科学技术,K_原子性_计算机科学技术
K_T_算术_数学,K_同源_数学
K_T_图论_数学,K_回路_数学
K_T_算术_数学,K_因数分解_数学
K_T_参数估计_数学,K_均方误差_数学
K_T_图论_数学,K_子图_数学
K_T_数据库_计算机科学技术,K_存储过程_计算机科学技术
K_T_数据库_计算机科学技术,K_存在约束_计算机科学技术
K_T_图论_数学,K_完全图_数学
K_T_算术_数学,K_局部参数_数学
K_T_数据库_计算机科学技术,K_数据服务_计算机科学技术
K_T_参数估计_数学,K_无偏估计_数学
K_T_图论_数学,K_无向图_数学
K_T_参数估计_数学,K_最大似然估计_数学
K_T_图论_数学,K_有向图_数学
K_T_图论_数学,K_有根树_数学
K_T_算术_数学,K_比例_数学
K_T_参数估计_数学,K_点估计_数学
K_T_算术_数学,K_等差数列_数学
K_T_算术_数学,K_类结构_数学
K_T_线性模型_数学,K_线性回归_数学
K_T_算术_数学,K_绝对值_数学
K_T_算术_数学,K_被加数_数学
K_T_参数估计_数学,K_贝叶斯估计_数学
K_T_图论_数学,K_连通图_数学
K_T_线性模型_数学,K_逻辑斯谛回归_数学
K_T_图论_数学,K_邻接矩阵_数学
K_T_图论_数学,K_重构_数学
K_T_算术_数学,K_阶乘_数学
K_T_算术_数学,K_除法_数学
K_T_线性模型_数学,K_非线性模型_数学
